time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-03-29T14:55:11.895Z,26.8631,126.5865,10,4.4,mb,,81,1.506,0.18,us,us7000gy4x,2022-03-29T15:34:19.040Z,"130 km WNW of Naha, Japan",earthquake,8.5,1.9,0.179,9,reviewed,us,us
2022-03-29T14:33:00.562Z,25.8291,124.55,189.37,4.2,mb,,111,1.945,0.59,us,us7000gy4y,2022-03-29T15:19:40.040Z,"136 km NW of Hirara, Japan",earthquake,6.9,8.2,0.084,42,reviewed,us,us
2022-03-29T14:11:04.523Z,-10.2702,-79.802,10,4.3,mb,,175,3.369,0.47,us,us7000gy4m,2022-03-29T14:31:21.040Z,"179 km WSW of Puerto Casma, Peru",earthquake,11.6,2,0.138,15,reviewed,us,us
2022-03-29T13:19:05.210Z,19.42,-155.616166666667,-0.79,3.51,ml,47,79,,0.16,hv,hv72966117,2022-03-30T13:21:00.460Z,"26 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.28,0.53,0.176907238692459,30,reviewed,hv,hv
2022-03-29T12:41:40.870Z,19.5021667480469,-155.658828735352,-1.23000001907349,2.54,ml,36,61,,0.239999995,hv,hv72966037,2022-03-30T12:16:10.040Z,"22 km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.35,0.629999995,0.34,13,automatic,hv,hv
2022-03-29T12:41:40.700Z,19.5085,-155.677,5.11,2.75,ml,16,142,,0.13,hv,hv72966042,2022-03-29T13:44:57.690Z,"20 km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.54,0.81,0.15962009483495,12,reviewed,hv,hv
2022-03-29T12:31:29.959Z,61.9928,-151.2371,68.2,2.5,ml,,,,0.76,ak,ak02241qmg7f,2022-03-30T12:05:19.040Z,"8 km E of Skwentna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-03-29T12:13:52.136Z,38.8865,21.2267,10,4.3,mb,,81,1.373,0.47,us,us7000gy2t,2022-03-29T14:10:40.040Z,"1 km ESE of Sardínia, Greece",earthquake,6.3,1.9,0.084,40,reviewed,us,us
2022-03-29T12:07:15.233Z,31.61987221,-104.2346234,4.820458984,2.8,ml,21,81,0.05789104303,0.2,tx,tx2022gdwt,2022-03-30T04:21:44.409Z,"53 km NW of Toyah, Texas",earthquake,1.388373473,2.135315789,0.2,12,reviewed,tx,tx
2022-03-29T10:16:58.920Z,17.9443333333333,-66.8941666666667,7.26,2.9,md,17,200,,0.28,pr,pr71342553,2022-03-29T11:09:29.530Z,"3 km SSE of Guánica, Puerto Rico",earthquake,0.86,0.35,0.213604145577484,10,reviewed,pr,pr
2022-03-29T09:56:11.440Z,19.375,-67.7135,49,3.69,md,21,207,1.0178,0.37,pr,pr2022088000,2022-03-30T03:06:09.473Z,"114 km NE of Punta Cana, Dominican Republic",earthquake,1.85,7.7,0.12,15,reviewed,pr,pr
2022-03-29T09:10:50.810Z,17.9455,-67.1073333333333,10.94,2.72,md,18,228,,0.09,pr,pr71342528,2022-03-29T09:43:33.260Z,"7 km WSW of La Parguera, Puerto Rico",earthquake,0.47,0.23,0.19166553387522,16,reviewed,pr,pr
2022-03-29T09:06:01.410Z,23.9243,122.3055,10,4.4,mb,,123,0.695,0.54,us,us7000gy20,2022-03-29T10:29:29.040Z,"71 km E of Hualien City, Taiwan",earthquake,2.2,1.9,0.088,37,reviewed,us,us
2022-03-29T09:04:53.612Z,60.1596,-153.5874,166,2.6,ml,,,,0.61,ak,ak02241ooeyw,2022-03-29T09:37:24.040Z,"40 km E of Port Alsworth, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-29T08:34:51.851Z,-35.1828,138.8677,10,3,ml,,141,2.886,0.29,us,us7000gy27,2022-03-31T12:30:44.378Z,"3 km ESE of Macclesfield, Australia",earthquake,6.7,2,0.148,6,reviewed,us,us
2022-03-29T08:24:36.513Z,-5.6818,132.723,10,4.5,mb,,142,2.687,1.2,us,us7000gy1v,2022-03-29T09:52:32.040Z,"6 km SSW of Tual, Indonesia",earthquake,6.2,1.9,0.163,11,reviewed,us,us
2022-03-29T07:12:17.634Z,-22.1111,170.069,10,5.2,mww,,42,2.478,1.45,us,us7000gy1p,2022-03-29T13:35:59.040Z,"234 km ESE of Tadine, New Caledonia",earthquake,7.9,1.8,0.08,15,reviewed,us,us
2022-03-29T06:33:41.725Z,31.63093562,-104.2282465,9.139404297,2.7,ml,21,82,0.1563846341,0.3,tx,tx2022gdlt,2022-03-29T21:59:50.863Z,"54 km NW of Toyah, Texas",earthquake,2.218841015,2.811729586,0.2,12,reviewed,tx,tx
2022-03-29T06:18:29.000Z,44.7578333,-110.922,10.21,2.59,ml,24,100,0.05936,0.18,uu,uu60487537,2022-03-29T14:34:46.490Z,"17 km NE of West Yellowstone, Montana",earthquake,0.38,0.58,0.127,5,reviewed,uu,uu
2022-03-29T06:00:27.694Z,31.16431321,-103.205535,5.437451172,2.8,ml,12,75,0.03690043745,0.2,tx,tx2022gdkr,2022-03-29T21:32:41.401Z,"16 km WSW of Coyanosa, Texas",earthquake,1.695266176,1.270329942,0.2,18,reviewed,tx,tx
2022-03-29T05:55:49.820Z,42.5991667,-111.4633333,3.79,2.74,ml,24,136,0.537,0.27,uu,uu60487517,2022-03-29T16:47:59.380Z,"13 km ESE of Soda Springs, Idaho",earthquake,0.77,2.76,0.125,12,reviewed,uu,uu
2022-03-29T05:41:27.070Z,18.562,-66.4228333333333,78.96,3.4,md,18,226,,0.08,pr,pr71342513,2022-03-30T01:14:57.943Z,"13 km NNE of Tierras Nuevas Poniente, Puerto Rico",earthquake,0.69,0.43,0.00963958899106654,6,reviewed,pr,pr
2022-03-29T05:11:02.810Z,19.8993333333333,-156.091333333333,46.54,3.36,ml,48,300,,0.12,hv,hv72965652,2022-03-30T05:46:34.690Z,"22 km NNW of Kalaoa, Hawaii",earthquake,0.85,1.14,0.14072099212551,19,reviewed,hv,hv
2022-03-29T05:01:28.590Z,17.956,-67.1143333333333,10.71,3.17,md,26,236,,0.11,pr,pr71342508,2022-03-29T05:46:30.210Z,"7 km WSW of La Parguera, Puerto Rico",earthquake,0.37,0.25,0.234830467107781,8,reviewed,pr,pr
2022-03-29T04:28:45.403Z,-23.7071,-179.7358,528.02,4.5,mb,,69,5.766,0.66,us,us7000gy0n,2022-03-29T23:42:29.040Z,"south of the Fiji Islands",earthquake,11,6.4,0.04,182,reviewed,us,us
2022-03-29T04:10:16.191Z,59.0758,-152.3265,49.3,2.9,ml,,,,0.59,ak,ak02241lqg7n,2022-03-29T23:21:06.040Z,"38 km SW of Nanwalek, Alaska",earthquake,,0.9,,,automatic,ak,ak
2022-03-29T03:18:53.533Z,31.6136,-103.9615,3.12,2.5,ml,,72,0.255,0.2,us,us7000gy06,2022-03-29T23:09:11.040Z,"35 km WSW of Mentone, Texas",earthquake,1,2.4,0.056,42,reviewed,us,us
2022-03-29T02:37:26.524Z,59.3864,-152.2327,66.9,2.5,ml,,,,0.53,ak,ak02241kpe5s,2022-03-29T23:01:51.040Z,"18 km W of Nanwalek, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-03-29T01:59:34.376Z,35.9812,77.8268,10,4.3,mb,,99,4.411,0.56,us,us7000gxzr,2022-03-29T22:57:04.040Z,"149 km NE of Thang, India",earthquake,3.7,1.9,0.188,8,reviewed,us,us
2022-03-29T01:48:18.846Z,38.9475,13.9924,398.91,4.3,mb,,82,1.64,0.45,us,us7000gxzp,2022-03-29T22:53:09.040Z,"74 km ENE of Ustica, Italy",earthquake,9.6,9.3,0.067,63,reviewed,us,us
2022-03-29T01:36:39.099Z,-18.7707,169.1157,210.48,4.9,mb,,78,3.777,0.36,us,us7000gxzm,2022-03-29T21:52:07.040Z,"Vanuatu",earthquake,8.3,7,0.037,229,reviewed,us,us
2022-03-29T01:30:58.445Z,14.5353,-94.1275,10,4.5,mb,,124,2.588,0.56,us,us7000gxzk,2022-03-29T21:44:29.040Z,"144 km SW of La Esperanza (El Zapotal), Mexico",earthquake,9.8,1.9,0.051,110,reviewed,us,us
2022-03-29T01:12:00.946Z,31.15696274,-103.2066333,4.614794922,2.8,ml,27,41,0.05508597792,0.4,tx,tx2022gdbd,2022-03-29T20:55:35.040Z,"16 km SW of Coyanosa, Texas",earthquake,1.844004567,1.68642073,0.2,20,reviewed,tx,tx
2022-03-28T23:42:01.741Z,31.6603,-104.333,5,2.6,ml,,114,0.143,0.84,us,us7000gxz6,2022-03-28T23:52:45.040Z,"57 km S of Whites City, New Mexico",earthquake,1.2,1.9,0.047,60,reviewed,us,us
2022-03-28T23:14:46.320Z,18.0043333333333,-66.7623333333333,12.22,2.52,md,21,139,,0.16,pr,pr71342458,2022-03-29T00:06:25.050Z,"1 km SSE of Magas Arriba, Puerto Rico",earthquake,0.29,0.39,0.327434138779501,13,reviewed,pr,pr
2022-03-28T22:21:10.807Z,-30.108,-177.7962,44.54,5.2,mww,,62,0.85,1.11,us,us7000gxyi,2022-03-28T22:41:24.040Z,"Kermadec Islands, New Zealand",earthquake,9.2,5.2,0.073,18,reviewed,us,us
2022-03-28T21:56:28.546Z,57.1226,-138.2855,10,2.9,ml,,212,1.39,0.67,us,us7000gxy4,2022-03-29T01:40:46.718Z,"154 km SW of Pelican, Alaska",earthquake,7.6,2,0.057,40,reviewed,us,us
2022-03-28T21:52:10.250Z,17.9743333333333,-65.3523333333333,7.19,3.2,md,7,259,,0.19,pr,pr71342423,2022-03-28T22:14:35.900Z,"18 km SE of Esperanza, Puerto Rico",earthquake,1.22,2,0.00998430885744472,3,reviewed,pr,pr
2022-03-28T21:22:33.297Z,14.63,93.0138,10,4.7,mb,,79,5.919,0.75,us,us7000gxy0,2022-03-28T21:45:27.040Z,"Andaman Islands, India region",earthquake,7.9,1.9,0.062,79,reviewed,us,us
2022-03-28T21:19:17.970Z,17.8638,-68.5596,80,3.57,md,18,207,0.6741,0.59,pr,pr2022087000,2022-03-28T22:25:41.040Z,"57 km S of Boca de Yuma, Dominican Republic",earthquake,3.82,4.94,0.25,11,reviewed,pr,pr
2022-03-28T20:36:38.323Z,-6.4365,105.5596,140.97,4.3,mb,,130,2.312,0.66,us,us7000gxxr,2022-03-28T21:54:06.040Z,"30 km WSW of Labuan, Indonesia",earthquake,8.6,10.6,0.161,11,reviewed,us,us
2022-03-28T20:23:52.734Z,23.932,122.29,10,4.6,mb,,100,0.679,0.96,us,us7000gxxi,2022-03-28T21:48:39.040Z,"69 km E of Hualien City, Taiwan",earthquake,4.3,1.3,0.095,33,reviewed,us,us
2022-03-28T19:57:00.659Z,-17.8326,-178.4336,554.11,4.6,mb,,113,3.348,1.04,us,us7000gxxg,2022-03-28T21:39:21.040Z,"239 km E of Levuka, Fiji",earthquake,16.2,8.7,0.097,32,reviewed,us,us
2022-03-28T18:55:58.939Z,7.4318,-80.6192,10,4.4,mb,,187,2.455,0.58,us,us7000gxwp,2022-03-28T23:46:47.077Z,"1 km ENE of El Cortezo, Panama",earthquake,9.2,2,0.269,4,reviewed,us,us
2022-03-28T18:55:27.062Z,31.58999786,-104.5840057,7.699755859,2.7,ml,13,84,0.1060167072,0.2,tx,tx2022gcos,2022-03-31T10:23:12.484Z,"65 km NNE of Van Horn, Texas",earthquake,1.725567657,2.353036603,0.2,8,reviewed,tx,tx
2022-03-28T18:43:40.436Z,17.1749,-84.6182,10,5.4,mww,,28,3.331,0.85,us,us7000gxwl,2022-03-29T18:47:12.807Z,"153 km ENE of Savannah Bight, Honduras",earthquake,6.8,1.9,0.039,63,reviewed,us,us
2022-03-28T18:02:05.657Z,31.63946138,-104.2237336,7.519799805,3.4,ml,11,66,0.04762781959,0.2,tx,tx2022gcmz,2022-03-28T18:57:33.381Z,"54 km NW of Toyah, Texas",earthquake,1.251643015,1.329707523,0.1,7,reviewed,tx,tx
2022-03-28T17:37:22.583Z,31.65766819,-104.2133677,6.877099609,2.9,ml,9,70,0.04609769968,0.1,tx,tx2022gcmd,2022-03-30T02:10:22.923Z,"55 km NW of Toyah, Texas",earthquake,1.449085663,2.241076126,0.2,6,reviewed,tx,tx
2022-03-28T17:25:07.378Z,8.7622,126.3942,78.17,4.4,mb,,113,1.865,0.99,us,us7000gxw8,2022-03-28T18:06:04.040Z,"11 km ESE of Marihatag, Philippines",earthquake,9.9,7.5,0.071,57,reviewed,us,us
2022-03-28T16:45:22.938Z,31.64751915,-104.220831,6.979931641,2.8,ml,14,65,0.1253023096,0.2,tx,tx2022gckl,2022-03-31T10:32:28.429Z,"54 km NW of Toyah, Texas",earthquake,1.326935016,2.579147156,0.2,15,reviewed,tx,tx
2022-03-28T16:36:29.409Z,37.7352,141.9295,58.16,4.6,mb,,51,3.123,0.43,us,us7000gxvm,2022-03-31T12:05:47.114Z,"86 km ENE of Namie, Japan",earthquake,7.3,6.9,0.064,78,reviewed,us,us
2022-03-28T16:22:50.969Z,31.65215327,-104.2133291,6.157275391,3.2,ml,9,68,0.04809057835,0.2,tx,tx2022gcjr,2022-03-28T17:17:17.040Z,"54 km NW of Toyah, Texas",earthquake,1.454214535,2.173144791,0.2,5,reviewed,tx,tx
2022-03-28T15:24:32.130Z,33.1831667,-115.6095,2.28,3.04,ml,62,43,0.007668,0.24,ci,ci39980583,2022-03-30T05:01:39.454Z,"10km SW of Niland, CA",earthquake,0.21,0.27,0.16,74,reviewed,ci,ci
2022-03-28T15:03:52.580Z,18.2535,-66.3906666666667,31.69,2.69,md,11,57,,0.14,pr,pr71342388,2022-03-28T16:38:52.380Z,"2 km N of Orocovis, Puerto Rico",earthquake,0.45,0.85,0.00444841514423633,3,reviewed,pr,pr
2022-03-28T14:15:47.616Z,51.1518,-174.1025,10,3.5,mb,,231,1.053,0.69,us,us7000gxw4,2022-03-28T18:13:59.040Z,"116 km S of Atka, Alaska",earthquake,3,1.9,0.287,3,reviewed,us,us
2022-03-28T12:47:32.348Z,57.7589,-156.0895,115.38,2.6,ml,,134,0.119,0.53,us,us7000gxun,2022-03-29T06:24:46.040Z,"82 km ENE of Ugashik, Alaska",earthquake,7.8,13,0.06,37,reviewed,us,us
2022-03-28T11:58:30.590Z,18.7335,-66.9666666666667,56.17,3.24,md,13,247,,0.26,pr,pr71342383,2022-03-28T12:27:31.980Z,"Puerto Rico region",earthquake,1.05,1.42,0.0269896684398634,6,reviewed,pr,pr
2022-03-28T11:57:31.678Z,21.21,122.0552,177.61,4.4,mb,,112,1.838,0.39,us,us7000gxue,2022-03-29T05:59:40.040Z,"84 km N of Basco, Philippines",earthquake,10.2,3.2,0.1,29,reviewed,us,us
2022-03-28T11:36:02.947Z,-22.8271,-178.1272,348.62,4.3,mb,,142,10.719,0.57,us,us7000gxub,2022-03-29T05:52:30.040Z,"south of the Fiji Islands",earthquake,11.9,10,0.125,19,reviewed,us,us
2022-03-28T08:54:05.900Z,18.219,-67.5583333333333,25.29,3.44,md,17,271,,0.28,pr,pr71342368,2022-03-28T10:41:04.900Z,"34 km WSW of Stella, Puerto Rico",earthquake,1.1,2.07,0.0325657298835269,5,reviewed,pr,pr
2022-03-28T08:35:41.430Z,39.3458333,-122.8886667,8.76,2.57,md,73,29,0.1876,0.18,nc,nc73711436,2022-03-28T22:42:36.749Z,"9km SE of Lake Pillsbury, CA",earthquake,0.22,0.56,0.186,50,reviewed,nc,nc
2022-03-28T07:19:08.605Z,-58.7329,-25.4109,35,5.1,mb,,69,7.575,0.74,us,us7000gxta,2022-03-28T07:39:41.040Z,"South Sandwich Islands region",earthquake,10.5,2,0.061,87,reviewed,us,us
2022-03-28T06:56:08.010Z,17.9241666666667,-66.8506666666667,12.11,2.52,md,11,221,,0.12,pr,pr71342363,2022-03-28T08:15:58.870Z,"7 km SE of Maria Antonia, Puerto Rico",earthquake,0.61,0.42,0.0729073121222299,4,reviewed,pr,pr
2022-03-28T06:51:57.470Z,18.822,-66.7225,40.77,3.09,md,24,231,,0.31,pr,pr71342358,2022-03-28T08:05:46.050Z,"38 km N of Carrizales, Puerto Rico",earthquake,0.87,2.22,0.0905742533254084,17,reviewed,pr,pr
2022-03-28T04:47:25.414Z,-22.5371,-66.2711,243.08,4.4,mb,,32,1.808,0.91,us,us7000gxsr,2022-03-28T05:24:59.040Z,"62 km WNW of Abra Pampa, Argentina",earthquake,8.2,8,0.063,74,reviewed,us,us
2022-03-28T04:39:36.675Z,31.57537696,-104.5730902,7.288427734,2.9,ml,16,95,0.1119188969,0.2,tx,tx2022gbmm,2022-03-29T21:38:27.066Z,"64 km NNE of Van Horn, Texas",earthquake,2.478554224,3.817699874,0.2,6,reviewed,tx,tx
2022-03-28T03:30:53.797Z,-6.4463,129.9342,152.61,4.5,mb,,73,2.04,0.89,us,us7000gxsj,2022-03-28T03:47:55.040Z,"Banda Sea",earthquake,6.4,6.5,0.108,25,reviewed,us,us
2022-03-28T03:26:48.617Z,-30.3376,-71.4476,35.56,4.3,mb,,152,0.372,0.73,us,us7000gxsh,2022-03-28T14:23:38.600Z,"37 km NW of Ovalle, Chile",earthquake,4.5,14.3,0.307,3,reviewed,us,us
2022-03-28T03:03:59.700Z,19.2535,-155.382833333333,32.24,2.8,ml,56,136,,0.12,hv,hv72964312,2022-03-29T01:29:02.992Z,"11 km ENE of Pāhala, Hawaii",earthquake,0.41,0.46,0.207188338575461,35,reviewed,hv,hv
2022-03-28T01:09:52.620Z,17.8803333333333,-66.8755,13.36,2.89,md,8,244,,0.11,pr,pr71342338,2022-03-28T01:34:41.860Z,"Puerto Rico region",earthquake,0.66,0.49,0.00639672218495813,2,reviewed,pr,pr
2022-03-28T00:47:25.255Z,-22.6667,-177.7189,298.95,4.6,mb,,41,6.303,0.89,us,us7000gxrx,2022-03-28T02:44:44.040Z,"south of the Fiji Islands",earthquake,9.3,6.6,0.056,95,reviewed,us,us
2022-03-27T23:45:41.636Z,31.0715764,-103.2443929,2.866650391,2.8,ml,19,66,0.05033047256,0.2,tx,tx2022gbcu,2022-03-28T00:07:13.040Z,"25 km SW of Coyanosa, Texas",earthquake,1.036115688,1.232307723,0.1,11,reviewed,tx,tx
2022-03-27T21:13:07.491Z,63.9426,-145.9625,2.6,3.4,ml,,,,0.72,ak,ak0223yksqyl,2022-03-28T05:13:04.040Z,"15 km SW of Delta Junction, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2022-03-27T20:51:15.496Z,0.8097,-79.6639,46.48,4.9,mb,,125,1.339,1,us,us7000gxqx,2022-03-27T21:07:56.040Z,"16 km S of Esmeraldas, Ecuador",earthquake,5.1,8.1,0.041,187,reviewed,us,us
2022-03-27T20:17:05.451Z,0.9497,-79.5796,8.13,5.2,mww,,48,1.332,1.22,us,us7000gxqu,2022-03-29T13:07:43.831Z,"8 km E of Esmeraldas, Ecuador",earthquake,5.9,3.1,0.06,27,reviewed,us,us
2022-03-27T19:07:08.808Z,31.64927944,-104.2359125,7.699755859,2.6,ml,18,65,0.1305382727,0.2,tx,tx2022gatq,2022-03-29T08:31:31.057Z,"56 km NW of Toyah, Texas",earthquake,1.270622869,2.096615338,0.2,12,reviewed,tx,tx
2022-03-27T19:02:27.320Z,19.08,-66.478,28.95,3.17,md,12,273,,0.3,pr,pr71342318,2022-03-27T19:22:08.290Z,"68 km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.41,9.54,0.189398937932519,7,reviewed,pr,pr
2022-03-27T18:43:52.970Z,18.6583,-68.3295,113,3.66,md,14,269,0.1534,0.02,pr,pr2022086001,2022-03-27T20:08:36.040Z,"11 km NE of Punta Cana, Dominican Republic",earthquake,8.44,1.28,0.15,9,reviewed,pr,pr
2022-03-27T18:35:03.374Z,-33.5571,-72.1914,19.4,4.6,mb,,93,0.491,0.87,us,us7000gxq6,2022-03-28T02:38:38.469Z,"54 km W of Cartagena, Chile",earthquake,3.8,3.3,0.136,16,reviewed,us,us
2022-03-27T18:10:20.980Z,19.1173333333333,-66.4715,22.96,3.38,md,13,276,,0.1,pr,pr71342303,2022-03-27T18:50:29.400Z,"Puerto Rico region",earthquake,0.61,31.61,0.111358477826828,4,reviewed,pr,pr
2022-03-27T18:02:16.570Z,19.0796666666667,-66.4706666666667,38.42,3.26,md,18,250,,0.19,pr,pr71342298,2022-03-27T18:26:37.190Z,"68 km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,0.87,3.55,0.0325918483432179,11,reviewed,pr,pr
2022-03-27T17:57:22.770Z,19.0428333333333,-66.4603333333333,40.6,3.27,md,12,272,,0.28,pr,pr71342293,2022-03-27T18:11:39.330Z,"64 km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.76,4.73,0.148503630024857,11,reviewed,pr,pr
2022-03-27T17:48:13.627Z,42.5182,142.6138,36.31,4.3,mb,,85,0.644,0.74,us,us7000gxpx,2022-03-27T19:57:37.040Z,"28 km NE of Shizunai-furukawachō, Japan",earthquake,5.4,4.1,0.083,41,reviewed,us,us
2022-03-27T17:32:32.561Z,38.373,23.4689,10,4.3,mb,,67,1.708,1.01,us,us7000gxpv,2022-03-27T19:43:22.040Z,"2 km NNW of Árma, Greece",earthquake,5.5,1.9,0.201,7,reviewed,us,us
2022-03-27T16:34:58.976Z,-1.21,120.7801,10,4.5,mb,,74,1.998,0.96,us,us7000gxpn,2022-03-27T17:05:58.040Z,"20 km N of Poso, Indonesia",earthquake,5.9,1.8,0.136,18,reviewed,us,us
2022-03-27T16:27:08.500Z,17.9458333333333,-66.9196666666667,9.4,2.47,md,27,184,,0.17,pr,pr71342288,2022-03-27T16:48:00.890Z,"3 km SSW of Guánica, Puerto Rico",earthquake,0.44,0.42,0.222589720568876,18,reviewed,pr,pr
2022-03-27T15:06:14.420Z,17.9543333333333,-66.8405,16.42,2.55,md,22,173,,0.1,pr,pr71342258,2022-03-27T15:37:11.960Z,"4 km SSW of Indios, Puerto Rico",earthquake,0.43,0.29,0.130982528019439,10,reviewed,pr,pr
2022-03-27T15:01:16.519Z,35.674,-97.42216667,7.08,3.29,ml,96,38,0,0.15,ok,ok2022galm,2022-03-31T00:32:40.845Z,"5 km ENE of Edmond, Oklahoma",earthquake,,0.2,0.24,40,reviewed,ok,ok
2022-03-27T14:36:32.740Z,18.3031,-68.4233,3,3.75,md,26,196,0.2149,0.43,pr,pr2022086000,2022-03-31T18:51:00.040Z,"21 km ESE of Boca de Yuma, Dominican Republic",earthquake,1.21,1.25,0.19,19,reviewed,pr,pr
2022-03-27T13:54:09.556Z,37.8409,141.6481,56.87,4.6,mb,,92,2.979,0.53,us,us7000gxp1,2022-03-31T18:20:46.040Z,"69 km NE of Namie, Japan",earthquake,6.7,5.2,0.036,231,reviewed,us,us
2022-03-27T13:36:06.266Z,72.3374,124.9765,10,4.4,mb,,41,1.401,0.53,us,us7000gxp0,2022-03-31T18:16:18.040Z,"152 km WNW of Tiksi, Russia",earthquake,8.5,1.9,0.074,55,reviewed,us,us
2022-03-27T13:00:44.713Z,-6.766,148.1439,35,4.5,mb,,117,2.797,0.6,us,us7000gyrp,2022-03-31T18:13:18.040Z,"40 km SE of Finschhafen, Papua New Guinea",earthquake,8.7,1.9,0.131,19,reviewed,us,us
2022-03-27T12:51:07.917Z,31.61012241,-104.1100172,6.131567383,2.7,ml,14,73,0.1185390194,0.2,tx,tx2022gahf,2022-03-30T06:16:19.944Z,"44 km NW of Toyah, Texas",earthquake,0.9459800358,1.884945553,0.2,11,reviewed,tx,tx
2022-03-27T12:30:01.345Z,18.7527,-107.5766,10,4.3,mb,,210,5.382,1.37,us,us7000gxnt,2022-03-27T12:46:56.040Z,"262 km WSW of La Cruz de Loreto, Mexico",earthquake,6.9,1.7,0.047,126,reviewed,us,us
2022-03-27T12:29:18.750Z,44.2523333,-115.061,8.46,2.5,ml,14,69,0.833,0.24,mb,mb80541549,2022-03-27T14:42:26.430Z,"10 km WNW of Stanley, Idaho",earthquake,0.5,1.3,0.052,16,reviewed,mb,mb
2022-03-27T11:48:02.938Z,31.58266203,-104.5817741,8.419580078,2.7,ml,22,84,0.1103833932,0.1,tx,tx2022gafd,2022-03-30T07:25:35.028Z,"64 km NNE of Van Horn, Texas",earthquake,2.675727999,2.33269982,0.2,15,reviewed,tx,tx
2022-03-27T11:12:09.686Z,37.4792,141.6244,56.92,4.4,mb,,138,2.889,0.52,us,us7000gxnj,2022-03-27T11:48:50.040Z,"55 km E of Namie, Japan",earthquake,6,7.8,0.082,43,reviewed,us,us
2022-03-27T10:51:53.810Z,31.72822524,-104.5082294,5.154663086,2.9,ml,19,80,0.02537645134,0.2,tx,tx2022gadh,2022-03-27T11:07:15.040Z,"51 km SSW of Whites City, New Mexico",earthquake,1.697872092,1.093616931,0.1,10,reviewed,tx,tx
2022-03-27T08:58:44.127Z,11.9477,-88.2734,10,4.7,mb,,170,1.432,1.05,us,us7000gxn0,2022-03-30T16:06:44.460Z,"125 km SW of Jiquilillo, Nicaragua",earthquake,6.4,1.9,0.042,172,reviewed,us,us
2022-03-27T08:31:38.169Z,31.60344252,-103.9935204,6.157275391,2.7,ml,14,77,0.1299893249,0.2,tx,tx2022fzyq,2022-03-30T06:46:57.503Z,"37 km NNW of Toyah, Texas",earthquake,1.661776034,2.233230817,0.2,8,reviewed,tx,tx
2022-03-27T06:20:39.260Z,61.7451,-148.1585,20.1,2.9,ml,,,,0.89,ak,ak0223ybwtfw,2022-03-27T06:56:00.040Z,"17 km ESE of Chickaloon, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-27T06:18:43.683Z,31.61383378,-103.9782366,7.93112793,3.8,ml,13,75,0.1021646297,0.1,tx,tx2022fzug,2022-03-28T06:22:12.028Z,"37 km WSW of Mentone, Texas",earthquake,0.8371164570000001,1.3058709310000003,0.1,7,reviewed,tx,tx
2022-03-27T06:14:31.949Z,31.67770342,-104.4040825,7.596923828000001,2.6,ml,16,85,0.08292844288,0.1,tx,tx2022fzud,2022-03-30T07:38:31.348Z,"55 km S of Whites City, New Mexico",earthquake,1.719405983,2.118864071,0.2,9,reviewed,tx,tx
2022-03-27T05:57:35.442Z,-31.6909,-67.2431,125.81,4.6,mb,,66,1.238,0.55,us,us7000gxm6,2022-03-27T06:44:52.040Z,"98 km E of Caucete, Argentina",earthquake,8.1,7,0.129,19,reviewed,us,us
2022-03-27T05:53:51.300Z,-6.508,106.0525,144.21,4.5,mb,,119,1.847,0.8,us,us7000gxm5,2022-03-27T06:36:03.040Z,"22 km SSW of Pandeglang, Indonesia",earthquake,5.8,8.2,0.096,32,reviewed,us,us
2022-03-27T05:53:03.725Z,0.8396,-79.6443,10.49,5.2,mww,,133,1.334,0.55,us,us7000gxm3,2022-03-27T18:29:36.267Z,"13 km S of Esmeraldas, Ecuador",earthquake,2.7,4.2,0.062,25,reviewed,us,us
2022-03-27T05:22:53.520Z,-29.887,-179.0287,224.01,4.3,mb,,127,1.149,0.58,us,us7000gxlz,2022-03-27T05:44:11.040Z,"Kermadec Islands region",earthquake,16.3,8.7,0.133,16,reviewed,us,us
2022-03-27T04:30:46.459Z,59.3951,-152.8319,72.1,2.5,ml,,,,0.61,ak,ak0223yas3u7,2022-03-28T02:25:45.525Z,"51 km W of Nanwalek, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-03-27T04:28:13.293Z,0.9088,-79.5894,26.52,5.8,mww,,76,1.319,1.1,us,us7000gxlu,2022-03-28T04:32:41.556Z,"9 km SE of Esmeraldas, Ecuador",earthquake,6.4,4.1,0.05,39,reviewed,us,us
2022-03-27T03:27:41.754Z,31.67856595,-104.412704,6.774267578,2.6,ml,21,69,0.07573631313,0.2,tx,tx2022fzoq,2022-03-31T04:57:18.204Z,"55 km S of Whites City, New Mexico",earthquake,1.396556057,1.890922745,0.1,16,reviewed,tx,tx
